id,speaker,line,addressee,confidence,reasoning,masu_count,desu_count,gozaimasu_count,honorific_verb_count,humble_verb_count,total_polite_count,polite_density
209,ハク,ご両親を助けるためにも。,千尋,high,ハク is reminding 千尋 of her parents as motivation for the plan.,0,0,0,0,0,0,0.0000
210,千尋,やっぱり豚になったの夢じゃないんだ。,self,high,"千尋 is processing the situation aloud to herself, not directly addressing anyone.",0,0,0,0,0,0,0.0000
211,ハク,ジッとして。,千尋,high,Haku is giving direct instructions to Chihiro who is in distress.,0,0,0,0,0,0,0.0000
212,ハク,騒ぎが静まったら、裏のくぐり戸から出られる。,千尋,high,Continuing direct instructions to Chihiro about how to escape.,0,0,0,0,0,0,0.0000
213,ハク,外の階段を一番下まで下りるんだ。,千尋,high,Continuing directions specifically for Chihiro to follow.,0,0,0,0,0,0,0.0000
214,ハク,そこにボイラー室の入り口がある。火をたく所だ。,千尋,high,Still providing step-by-step guidance to Chihiro.,0,0,0,0,0,0,0.0000
215,ハク,中にカマジイという人がいるから、カマジイに会うんだ。,千尋,high,Instructing Chihiro to find and meet Kamaji.,0,0,0,0,0,0,0.0000
216,千尋,カマジイ？,ハク,high,Chihiro is asking Haku a clarifying question about Kamaji.,0,0,0,0,0,0,0.0000
217,ハク,その人にここで働きたいって頼むんだ。,千尋,high,Haku is telling Chihiro what to say to Kamaji.,0,0,0,0,0,0,0.0000
218,ハク,断られても、ねばるんだよ。,千尋,high,Haku is giving Chihiro advice about persistence when asking Kamaji.,0,0,0,0,0,0,0.0000
219,ハク,ここでは仕事を持たない者は、湯バーバに動物にされてしまう。,千尋,high,"Haku is explaining the consequence of not having work, directed at Chihiro.",0,0,0,0,0,0,0.0000
220,千尋,湯バーバって？,ハク,high,Chihiro is asking Haku a question about who Yubaba is.,0,0,0,0,0,0,0.0000
221,ハク,会えばすぐに分かる。,千尋,high,"Haku is responding to Chihiro's question about Yubaba, continuing to explain what she is.",0,0,0,0,0,0,0.0000
222,ハク,ここを支配してる魔女だ。,千尋,high,Haku continues his explanation to Chihiro about Yubaba's role and nature.,0,0,0,0,0,0,0.0000
223,ハク,イヤだとか帰りたいとか言わせるように仕向けて来るけど、働きたいってだけ言うんだ。,千尋,high,Haku is giving direct advice to Chihiro on how to handle Yubaba's manipulation.,0,0,0,0,0,0,0.0000
224,ハク,つらくても、耐えて機会を待つんだよ。,千尋,high,Haku continues instructing Chihiro on how to survive and endure working at the bathhouse.,0,0,0,0,0,0,0.0000
225,ハク,そうすれば、湯バーバも手が出せない。,千尋,high,"Haku explains the consequence of following his advice, still addressing Chihiro.",0,0,0,0,0,0,0.0000
226,千尋,うん…。,ハク,high,"Chihiro gives a brief affirmative response to Haku, acknowledging she understands his instructions.",0,0,0,0,0,0,0.0000
227,湯女たち,ハク様ー！ハク様ー！,ハク,high,"The bathhouse workers are calling out to Haku, seeking his attention.",0,0,0,0,0,0,0.0000
228,ハク,行かなければ…。,千尋,high,"Haku is speaking to Chihiro, indicating he must leave to respond to the workers' calls.",0,0,0,0,0,0,0.0000
229,ハク,忘れないで。私は千尋の味方だからね。,千尋,high,"Haku is reassuring Chihiro directly before he departs, emphasizing his support for her.",0,0,0,0,0,0,0.0000
230,千尋,どうして私の名を知ってるの？,ハク,high,Chihiro is asking Haku a direct question about how he knows her name.,0,0,0,0,0,0,0.0000
231,ハク,そなたの小さい時から知っている。,千尋,high,ハク is responding directly to 千尋's previous question about how he knows her name.,0,0,0,0,0,0,0.0000
232,ハク,私の名はハクだ。,千尋,high,ハク is introducing himself in response to 千尋's inquiry.,0,0,0,0,0,0,0.0000
233,ハク,ハクはここにいるぞ！,group:bathhouse workers,high,ハク is announcing his presence to the 湯女たち who were calling for him.,0,0,0,0,0,0,0.0000
234,蛙男,ハク様、湯バーバ様が。,ハク,high,蛙男 is addressing ハク to inform him about 湯婆婆.,0,0,0,0,0,0,0.0000
235,ハク,分かっている。そのことで外へ出ていた。,蛙男,high,ハク is responding to 蛙男's message and explaining his absence.,0,0,0,0,0,0,0.0000
236,千尋,イヤ！,self,high,"千尋 is expressing her refusal, likely as an emotional outburst rather than directed at someone.",0,0,0,0,0,0,0.0000
237,千尋,キャっ！イヤ！イヤー！！,self,high,"千尋 is crying out in distress/fear, not addressing a specific person.",0,0,0,0,0,0,0.0000
238,千尋,イヤーーっ！,self,high,千尋 continues her distressed vocalization as internal protest.,0,0,0,0,0,0,0.0000
239,千尋,あ…あのう…。,unknown,medium,千尋's hesitant utterance could be directed at ハク or spoken as self-talk preparing to address someone.,0,0,0,0,0,0,0.0000
240,千尋,すいません…。,ハク,medium,"千尋 is likely apologizing to ハク, though the specific addressee is slightly ambiguous from context alone.",1,0,0,0,0,1,0.1429
241,千尋,あ…あのう…。,釜爺,high,"千尋 is hesitantly addressing someone she's just encountered, preparing to ask a question.",0,0,0,0,0,0,0.0000
242,千尋,あのう、カマジイさんですか？,釜爺,high,"千尋 directly asks if the person is Kamaji-san, clearly addressing the elderly man before her.",0,1,0,0,0,1,0.0714
243,釜爺,ん？,千尋,high,釜爺 responds with questioning sounds directed at the girl who just spoke to him.,0,0,0,0,0,0,0.0000
244,釜爺,ん？んー？,千尋,high,"釜爺 continues his questioning sounds in response to 千尋's statement, maintaining the conversation.",0,0,0,0,0,0,0.0000
245,千尋,あの、ハクという人に言われて来ました。,釜爺,high,"千尋 explains that Haku sent her, speaking directly to Kamaji.",1,0,0,0,0,1,0.0526
246,千尋,ここで働かせてください。,釜爺,high,"千尋 makes her request to work, addressed to Kamaji who can hire her.",0,0,0,1,0,1,0.0833
247,釜爺,んー…。,千尋,high,"釜爺 responds with a thoughtful sound, reacting to 千尋's request.",0,0,0,0,0,0,0.0000
248,釜爺,えーい…こんなに一度に…。,self,high,"釜爺 mutters a complaint about being suddenly overwhelmed with work, speaking to himself.",0,0,0,0,0,0,0.0000
249,釜爺,チビども、仕事だ！,group:boiler room workers,high,釜爺 issues a command to his workers (the little soot sprites/workers) to get to work.,0,0,0,0,0,0,0.0000
250,釜爺,わしゃあ、カマジイだ。風呂釜にこき使われとるジジイだ。,千尋,high,"釜爺 introduces himself to 千尋, explaining his role and status at the bathhouse.",0,0,0,0,0,0,0.0000
251,釜爺,チビども、早くせんか！,group:young workers,high,釜爺 is calling out to multiple young workers (チビども) to work faster.,0,0,0,0,0,0,0.0000
252,千尋,あの、ここで働かせてください！,釜爺,high,"千尋 is directly requesting employment from 釜爺, the bathhouse worker in charge.",0,0,0,1,0,1,0.0667
253,釜爺,へえ…手は足りとる。そこら中ススだらけだからな。,千尋,high,釜爺 is responding to 千尋's request by explaining they don't need more workers.,0,0,0,0,0,0,0.0000
254,釜爺,いくらでも代わりはおるわい。,千尋,high,釜爺 continues his explanation to 千尋 that there are replacements available.,0,0,0,0,0,0,0.0000
255,千尋,あっ、ごめんなさい。,釜爺,high,千尋 is apologizing to 釜爺 after being dismissed.,0,0,0,1,0,1,0.1000
256,千尋,あっ、ちょっと待って。,釜爺,high,千尋 is asking 釜爺 to wait as he begins to leave.,0,0,0,0,0,0,0.0000
257,釜爺,邪魔、邪魔。,千尋,high,"釜爺 is telling 千尋 she's in the way, dismissing her.",0,0,0,0,0,0,0.0000
258,千尋,あっ！,self,high,千尋's exclamation in response to being pushed or moved by 釜爺.,0,0,0,0,0,0,0.0000
259,千尋,ど…どうするの？これ。,self,medium,"千尋 appears to be asking herself what to do with something, possibly an internal question.",0,0,0,0,0,0,0.0000
260,千尋,ここに置いといていいの？,unknown,medium,"千尋 is asking if something can be left in a place, possibly directed to 釜爺 or self-directed.",0,0,0,0,0,0,0.0000
261,釜爺,手ぇ出すならしまいまでやれ！,千尋,high,Kamaji is directly instructing Chihiro about how to do the job properly after she asked about placement.,0,0,0,0,0,0,0.0000
262,千尋,えっ？,self,high,Chihiro's brief exclamation expressing surprise/confusion at Kamaji's instruction.,0,0,0,0,0,0,0.0000
263,千尋,よしっ…。,self,high,Chihiro's determined affirmation to herself before starting the task.,0,0,0,0,0,0,0.0000
264,釜爺,こらー！チビども！,group:soot sprites,high,Kamaji addresses the soot sprites (チビども) who are working in his boiler room.,0,0,0,0,0,0,0.0000
265,釜爺,ただのススに戻りてぇのか？！,group:soot sprites,high,Kamaji continues scolding the soot sprites about their work and magical state.,0,0,0,0,0,0,0.0000
266,釜爺,あんたも気まぐれに手ぇ出して、ひとの仕事を取っちゃならねえ。,千尋,high,Kamaji directly tells Chihiro (あんた) not to take over people's work carelessly.,0,0,0,0,0,0,0.0000
267,釜爺,働かなきゃな、こいつらの魔法は消えちまうんだ！,千尋,high,"Kamaji explains to Chihiro the consequence that if the spirits don't work, their magic disappears.",0,0,0,0,0,0,0.0000
268,釜爺,ここにあんたの仕事はねえ！他を当たってくれ。,千尋,high,Kamaji tells Chihiro (あんた) there is no work for her here and to go elsewhere.,0,0,0,0,0,0,0.0000
269,釜爺,何だ？お前達！文句があるのか？！,group:soot sprites,high,Kamaji questions the soot sprites (お前達) about their complaints.,0,0,0,0,0,0,0.0000
270,釜爺,仕事しろ！仕事！,group:soot sprites,high,Kamaji orders the soot sprites to get back to work.,0,0,0,0,0,0,0.0000
271,リン,飯だよ！,group:workers,high,リン is calling workers to eat during meal time.,0,0,0,0,0,0,0.0000
272,リン,何だ？またケンカしてんの？,group:workers,high,リン is asking a group of workers about their fighting.,0,0,0,0,0,0,0.0000
273,リン,よしなさいよ、もう。,group:workers,high,リン is telling multiple workers to stop fighting.,0,0,0,1,0,1,0.1000
274,リン,器は？,釜爺,high,リン is asking 釜爺 about where the dishes are.,0,0,0,0,0,0,0.0000
275,リン,ちゃんと出しといてって言ってるのに。,釜爺,high,リン is reminding 釜爺 about preparing dishes as instructed.,0,0,0,0,0,0,0.0000
276,釜爺,飯だ！休憩！,group:workers,high,釜爺 is announcing meal time and break to all workers.,0,0,0,0,0,0,0.0000
277,リン,うわっ？！,self,high,リン is reacting with surprise to the sudden announcement.,0,0,0,0,0,0,0.0000
278,千尋,あっ！,self,high,千尋 is reacting with surprise or alarm to something she notices.,0,0,0,0,0,0,0.0000
279,リン,人間がいるじゃん！やばいよ！,group:workers,high,リン is alerting the group to the dangerous presence of a human.,0,0,0,0,0,0,0.0000
280,リン,さっき上で大騒ぎしてたんだよ！,千尋,medium,リン is likely explaining to 千尋 about the commotion upstairs caused by humans/the situation.,0,0,0,0,0,0,0.0000
281,釜爺,わしの孫だ。,リン,high,"釜爺 is explaining to リン who the girl is, responding to her question about the human.",0,0,0,0,0,0,0.0000
282,リン,孫？！,釜爺,high,"リン is reacting with surprise to 釜爺's statement, addressing him directly.",0,0,0,0,0,0,0.0000
283,釜爺,働きたいと言うんだが、ここは手が足りとる。,リン,high,"釜爺 is continuing to explain the situation to リン, providing context about the staffing situation.",0,0,0,0,0,0,0.0000
284,釜爺,おめぇ、湯バーバのとこへ連れてってくれねえか？,リン,high,釜爺 is making a direct request to リン to take the girl to 湯婆婆.,0,0,0,0,0,0,0.0000
285,釜爺,あとは自分でやるだろう。,千尋,high,"釜爺 is addressing 千尋, telling her she will handle the rest herself after リン refuses.",0,0,0,0,0,0,0.0000
286,リン,やなこった！あたいが殺されちまうよ。,釜爺,high,"リン is protesting directly to 釜爺, expressing her concern about being killed.",0,0,0,0,0,0,0.0000
287,釜爺,これでどうだ？,リン,high,釜爺 is addressing リン as he offers her something (イモリのクロヤキ) as incentive.,0,0,0,0,0,0,0.0000
288,釜爺,イモリのクロヤキ。上物だぞ。,リン,high,"釜爺 is continuing to speak to リン, describing the food he's offering her.",0,0,0,0,0,0,0.0000
